,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383
0,0.028322542,0.007770507,0.003949051,-0.035133667,0.00528267,0.0012858912,-0.07069988,0.052249923,-0.013387417,-0.04085625,-0.019001825,-0.06976162,0.05703778,-0.037929904,-0.06257913,-0.073876776,-0.08316579,-0.068138726,-0.024992794,-0.030358948,0.06754651,-0.027953792,-0.0020563572,-0.11921374,0.13914013,-0.021246454,0.058877885,0.003064378,0.060408738,0.05292475,0.0017489484,0.0036927664,0.0904173,-0.02121429,0.002171158,-0.02006838,-0.0032326926,-0.08096919,-0.047092833,0.021534607,-0.012033007,-0.05789946,-0.008520871,-0.030549427,0.07188868,0.038706053,-0.059933387,0.05387223,-0.09156042,0.12737279,-0.04653466,0.07850482,0.0067984355,0.07358541,-0.0005597244,0.051178347,-0.038487762,-0.02496509,-0.032812007,-0.037292033,0.041791644,-0.036779508,-0.012431567,-0.0001943314,0.012647627,0.06646805,-0.028965874,-0.085547954,-0.008350093,-0.018876519,-0.055395026,-0.06497356,-0.054389473,-0.013468764,-0.013553548,-0.008648971,0.013866292,0.068463415,0.040316265,-0.044320293,-0.0030433305,-0.023316642,-0.063304484,-0.027544979,0.055343118,0.007462359,0.03614273,-0.012421838,0.058234368,0.07668742,0.090750605,-0.0019157288,-0.045562934,-0.028697114,-0.08482247,-0.008628861,-0.022538414,-0.01880214,0.03003566,0.04401919,-0.019794285,-0.0036142447,0.015505247,-0.012375064,0.014444485,-0.02105845,0.09540353,0.043244336,0.042639773,-0.038268484,-0.01603031,0.04026245,0.06912031,-0.012140333,-0.009925462,0.02223892,-0.011144771,-0.011157532,0.09222235,0.04613701,0.051677775,0.056622546,0.05317323,-0.025592338,-0.057457276,-0.033476364,-0.10188313,-5.0814024e-33,0.010879499,-0.017384136,0.009332922,-0.03377973,-0.10542926,-0.057621554,-0.0064235637,0.06843428,-0.014397708,0.045023136,-0.040416293,-0.028388133,-0.014974075,-0.051636912,0.046693463,0.11272619,-0.10784451,0.017123332,0.0063391156,0.1347793,0.020283235,0.002630263,0.0315776,0.017968843,0.09460306,-0.03889552,-0.049699023,-0.023773143,-0.0031240317,-0.011860469,0.107740484,0.00775007,0.02372141,-0.10060169,-0.0055876034,-0.002771618,0.0030413459,-0.002580977,0.014335365,0.03328704,-0.05034171,-0.055095103,0.08976506,-0.035494328,-0.041250776,-0.02040706,-0.026751975,-0.011692823,0.0042300248,0.13075268,-0.085782975,-0.0095837,-0.038976014,-0.026447963,-0.04825444,-0.019364927,-0.07439507,0.026676843,-0.09799407,-0.023248425,-0.015940767,-0.1535923,0.018451173,0.022085266,-0.070909575,0.068709075,-0.04446602,-0.027293779,0.04367683,0.02515599,-0.08711044,-0.0863927,-0.060795426,0.0531453,-0.047867086,-0.011782589,0.061177682,0.0047168937,0.082206756,0.043940548,-0.04333793,0.046331692,-0.0026017367,0.017545026,0.042625777,0.024898253,0.022874163,-0.046727985,0.04274019,-0.1586072,-0.03495593,-0.050244708,-0.042552896,-0.01148197,0.050679956,1.5573474e-33,0.020285707,0.052326348,-0.0228124,-0.0013069921,0.014557129,0.0066037746,0.009847277,-0.0021536225,0.059973318,0.041022915,-0.024138156,0.0270629,0.103063315,0.029741898,-0.059643466,0.038170714,-0.0640511,-0.041879155,0.04918113,0.054069255,0.019910105,0.07153977,0.06343703,-0.016419588,-0.031421036,0.02317824,-0.0053993952,-0.017798485,-0.09978541,-0.03287217,0.02488114,-0.023277711,-0.07173004,0.06004209,0.0077719307,-0.032288946,-0.0195026,-0.0048814383,-0.006199429,0.05143929,0.124421604,-0.031276334,-0.02336749,-0.025049267,-0.009460921,0.03145672,0.13704398,-0.050963357,0.019502996,-0.013431484,0.020295944,0.059186786,0.07945133,0.1306122,0.043302827,0.015690189,0.05181709,-0.06055325,0.015352592,0.07757575,-0.006685826,0.039015602,0.050217398,0.036487106,-0.011463019,-0.083061576,-0.01766832,-0.042985972,-0.0035408502,-0.0541993,0.004073844,-0.038068566,0.05420347,0.026174655,-0.0272699,0.009307595,0.0031804868,-0.035914954,-0.02085457,-0.0987383,-0.09056948,0.057382766,-0.01138721,0.08774503,-0.028132478,-0.046967532,0.07472213,-0.03274353,0.042138316,0.023491561,0.006524619,0.08832707,-0.03467987,-0.0067309765,-0.09528124,-1.41772345e-08,0.005807633,-0.0011732153,-0.09359768,0.013342611,0.056582924,0.020790586,-0.034437113,-0.07757706,-0.067683116,-0.016397597,0.10908589,0.022686357,-0.03769377,-0.08986582,-0.034150016,0.05307134,-0.00403634,0.06657308,-0.029652173,0.070100665,-0.0341397,-0.010138255,-0.022707913,0.052173316,-0.0138976835,-0.033836085,-0.006449874,0.12696403,0.0054009547,-0.015220539,-0.0033569722,0.049465224,0.048348773,-0.043187935,-0.004057606,0.09414925,0.012500749,-0.025984446,0.023524672,-0.05192033,-0.04088387,-0.01632593,0.003052688,-0.02517712,0.097237974,0.058147952,-0.05209096,0.008748905,0.022727052,0.010494474,0.010543028,-0.013328281,-0.004605379,-0.022345753,-0.021291574,-0.0666177,-0.018253328,0.040702444,0.016631696,-0.049293134,0.054402582,0.050827503,0.022208221,-0.11279778
